sku_id,slug,name,cat,sub,size,factory,unit,old_price,price,tier,source_page,source_name,source_code,reason
01M03PXS0PWZ4F4F35JW28X5K0,rebar-14-a3-hyrbd,میلگرد آجدار ۱۴ هیربد,میلگرد,میلگرد آجدار,۱۴,هیربد,kg,,67363,T1,میلگرد/قیمت-میلگرد,میلگرد 14 هیربد آجدار A3 کارخانه,3674,exact match on میلگرد/قیمت-میلگرد
01M05R8F27SKSQRRK6YRM7V0H1,rebar-14-a3-prshyn-fvlad,میلگرد آجدار ۱۴ پرشین فولاد,میلگرد,میلگرد آجدار,۱۴,پرشین فولاد,kg,,67818,T1,میلگرد/قیمت-میلگرد,میلگرد 14 پرشین فولاد آجدار A3 کارخانه,1214,exact match on میلگرد/قیمت-میلگرد
01M05NPJ4RE4KRJMN9KFNFXF89,rebar-14-a3-kavh-tykmh-dash,میلگرد آجدار ۱۴ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۱۴,کاوه تیکمه داش,kg,,69909,T1,میلگرد/قیمت-میلگرد,میلگرد 14 کاوه تیکمه داش آجدار A3 کارخانه,1325,exact match on میلگرد/قیمت-میلگرد
01M03PP2BS1XC8D8B0YZH0DGHB,rebar-14-a3-kvyr-kashan,میلگرد آجدار ۱۴ کویر کاشان,میلگرد,میلگرد آجدار,۱۴,کویر کاشان,kg,,70909,T1,میلگرد/قیمت-میلگرد,میلگرد 14 کاشان آجدار A3 کارخانه,0513,exact match on میلگرد/قیمت-میلگرد
01M05R24T3XCDVES2E9TFY0V6Q,rebar-16-a3-anahita-gilan,میلگرد آجدار ۱۶ آناهیتا گیلان,میلگرد,میلگرد آجدار,۱۶,آناهیتا گیلان,kg,,70454,T1,میلگرد/قیمت-میلگرد,میلگرد 16 آناهیتا گیلان آجدار A3 کارخانه,1455,exact match on میلگرد/قیمت-میلگرد
01M05QRTF145DKC7Z79FXJBE01,rebar-16-a3-abrkvh,میلگرد آجدار ۱۶ ابرکوه,میلگرد,میلگرد آجدار,۱۶,ابرکوه,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 16 ابرکوه آجدار A3 کارخانه,8498,exact match on میلگرد/قیمت-میلگرد
01M03NESSZ8R09680S9CWSWKQP,rebar-16-a3-abhr,میلگرد آجدار ۱۶ ابهر,میلگرد,میلگرد آجدار,۱۶,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 16 ابهر آجدار A3 کارخانه,1276,exact match on میلگرد/قیمت-میلگرد
01M03MXJGAJ5H7JBY7WYF8AHKB,rebar-16-a3-amirkabir-khazar,میلگرد آجدار ۱۶ امیرکبیر خزر,میلگرد,میلگرد آجدار,۱۶,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 16 امیرکبیر آجدار A3 کارخانه,0551,exact match on میلگرد/قیمت-میلگرد
01M03Q67WPEJXM9JMAZ4HQFZN7,rebar-16-a3-bafgh-yzd,میلگرد آجدار ۱۶ بافق یزد,میلگرد,میلگرد آجدار,۱۶,بافق یزد,kg,,67909,T1,میلگرد/قیمت-میلگرد,میلگرد 16 بافق یزد آجدار A3 کارخانه,6611,exact match on میلگرد/قیمت-میلگرد
01KZR437Z5XV8QEZ8JSF7RDW52,rebar-16-a3-zobahan,میلگرد آجدار ۱۶ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۱۶,ذوب‌آهن اصفهان,kg,,71727,T1,میلگرد/قیمت-میلگرد,میلگرد 16 ذوب آهن اصفهان آجدار A3 کارخانه,0648,exact match on میلگرد/قیمت-میلگرد
01M05Q0YMHGVWNHEWXQ6A69PFT,rebar-16-a3-rad-hamedan,میلگرد آجدار ۱۶ راد همدان,میلگرد,میلگرد آجدار,۱۶,راد همدان,kg,,70359,T1,میلگرد/قیمت-میلگرد,میلگرد 16 راد همدان آجدار A3 کارخانه,8406,exact match on میلگرد/قیمت-میلگرد
01M05P10ARDVEJV01NC3FZV76T,rebar-16-a3-shahrvd,میلگرد آجدار ۱۶ شاهرود,میلگرد,میلگرد آجدار,۱۶,شاهرود,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 16 شاهرود آجدار A3 کارخانه,1332,exact match on میلگرد/قیمت-میلگرد
01M03QEKJ9K9TYX3H1Y78WR2SA,rebar-16-a3-shahyn-bnab,میلگرد آجدار ۱۶ شاهین بناب,میلگرد,میلگرد آجدار,۱۶,شاهین بناب,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 16 شاهین بناب آجدار A3 کارخانه,0574,exact match on میلگرد/قیمت-میلگرد
01M05PGQ3WW6B642TZMZ6VTJZT,rebar-16-a3-sba-fvlad-zagrs,میلگرد آجدار ۱۶ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۱۶,صبا فولاد زاگرس,kg,,69090,T1,میلگرد/قیمت-میلگرد,میلگرد 16 صبا فولاد زاگرس آجدار A3 کارخانه,1388,exact match on میلگرد/قیمت-میلگرد
01KZR596623RYFXRKY1GH06Z09,rebar-16-a3-zafar-bonab,میلگرد آجدار ۱۶ ظفر بناب,میلگرد,میلگرد آجدار,۱۶,ظفر بناب,kg,,69818,T1,میلگرد/قیمت-میلگرد,میلگرد 16 ظفر بناب آجدار A3 کارخانه,1144,exact match on میلگرد/قیمت-میلگرد
01M03NQPG2K498D69C3FCM1ENV,rebar-16-a3-faico,میلگرد آجدار ۱۶ فایکو,میلگرد,میلگرد آجدار,۱۶,فایکو,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 16 فایکو آجدار A3 کارخانه,8475,exact match on میلگرد/قیمت-میلگرد
01M05PR8Q62RTRRGMMFJ6KGVX4,rebar-16-a3-ghaym-asfhan,میلگرد آجدار ۱۶ قائم اصفهان,میلگرد,میلگرد آجدار,۱۶,قائم اصفهان,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 16 قائم آجدار A3 کارخانه,9840,exact match on میلگرد/قیمت-میلگرد
01M03NZZTZF7P54ZCHBEGC9486,rebar-16-a3-nyshabvr,میلگرد آجدار ۱۶ نیشابور,میلگرد,میلگرد آجدار,۱۶,نیشابور,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 16 نیشابور آجدار A3 کارخانه,0758,exact match on میلگرد/قیمت-میلگرد
01M03PY18GCM4WQ780VB4X8BBR,rebar-16-a3-hyrbd,میلگرد آجدار ۱۶ هیربد,میلگرد,میلگرد آجدار,۱۶,هیربد,kg,,67363,T1,میلگرد/قیمت-میلگرد,میلگرد 16 هیربد آجدار A3 کارخانه,2980,exact match on میلگرد/قیمت-میلگرد
01M05R8W8ATNHM07AVFDXM20FN,rebar-16-a3-prshyn-fvlad,میلگرد آجدار ۱۶ پرشین فولاد,میلگرد,میلگرد آجدار,۱۶,پرشین فولاد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 16 پرشین فولاد آجدار A3 کارخانه,1194,exact match on میلگرد/قیمت-میلگرد
01M05NPV44PTS74R8G9S1M5XDB,rebar-16-a3-kavh-tykmh-dash,میلگرد آجدار ۱۶ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۱۶,کاوه تیکمه داش,kg,,69909,T1,میلگرد/قیمت-میلگرد,میلگرد 16 کاوه تیکمه داش آجدار A3 کارخانه,1326,exact match on میلگرد/قیمت-میلگرد
01M03PPC425SJPE0EX225PBMZN,rebar-16-a3-kvyr-kashan,میلگرد آجدار ۱۶ کویر کاشان,میلگرد,میلگرد آجدار,۱۶,کویر کاشان,kg,,70909,T1,میلگرد/قیمت-میلگرد,میلگرد 16 کاشان آجدار A3 کارخانه,0524,exact match on میلگرد/قیمت-میلگرد
01M05R2F4ATFB0RAN223CC1W2N,rebar-18-a3-anahita-gilan,میلگرد آجدار ۱۸ آناهیتا گیلان,میلگرد,میلگرد آجدار,۱۸,آناهیتا گیلان,kg,,70454,T1,میلگرد/قیمت-میلگرد,میلگرد 18 آناهیتا گیلان آجدار A3 کارخانه,1456,exact match on میلگرد/قیمت-میلگرد
01M05QS3PHYFQE79R5BE7G47AG,rebar-18-a3-abrkvh,میلگرد آجدار ۱۸ ابرکوه,میلگرد,میلگرد آجدار,۱۸,ابرکوه,kg,,65181,T1,میلگرد/قیمت-میلگرد,میلگرد 18 ابرکوه آجدار A3 کارخانه,8499,exact match on میلگرد/قیمت-میلگرد
01M03NF5Q0PZ0E3453KMZ3RWE2,rebar-18-a3-abhr,میلگرد آجدار ۱۸ ابهر,میلگرد,میلگرد آجدار,۱۸,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 18 ابهر آجدار A3 کارخانه,1274,exact match on میلگرد/قیمت-میلگرد
01M03MXYQQWG8PZERE45GQQM1G,rebar-18-a3-amirkabir-khazar,میلگرد آجدار ۱۸ امیرکبیر خزر,میلگرد,میلگرد آجدار,۱۸,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 18 امیرکبیر آجدار A3 کارخانه,0948,exact match on میلگرد/قیمت-میلگرد
01M03Q6K1MTE6ENBGQWRKMSN6T,rebar-18-a3-bafgh-yzd,میلگرد آجدار ۱۸ بافق یزد,میلگرد,میلگرد آجدار,۱۸,بافق یزد,kg,,67454,T1,میلگرد/قیمت-میلگرد,میلگرد 18 بافق یزد آجدار A3 کارخانه,6234,exact match on میلگرد/قیمت-میلگرد
01KZR440Y90YKXNEH67JMJSH5A,rebar-18-a3-zobahan-2,میلگرد آجدار ۱۸ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۱۸,ذوب‌آهن اصفهان,kg,,66272,T1,میلگرد/قیمت-میلگرد,میلگرد 18 ذوب آهن اصفهان آجدار A3 کارخانه,0659,exact match on میلگرد/قیمت-میلگرد
01M05Q1C1MZ81NYQZGD0PJSQ01,rebar-18-a3-rad-hamedan,میلگرد آجدار ۱۸ راد همدان,میلگرد,میلگرد آجدار,۱۸,راد همدان,kg,,70359,T1,میلگرد/قیمت-میلگرد,میلگرد 18 راد همدان آجدار A3 کارخانه,8481,exact match on میلگرد/قیمت-میلگرد
01M05P1AZEBTR6BVMDPQFDRVBZ,rebar-18-a3-shahrvd,میلگرد آجدار ۱۸ شاهرود,میلگرد,میلگرد آجدار,۱۸,شاهرود,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 18 شاهرود آجدار A3 کارخانه,1343,exact match on میلگرد/قیمت-میلگرد
01M03QEWMR34Z6XC8D21G8335R,rebar-18-a3-shahyn-bnab,میلگرد آجدار ۱۸ شاهین بناب,میلگرد,میلگرد آجدار,۱۸,شاهین بناب,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 18 شاهین بناب آجدار A3 کارخانه,0575,exact match on میلگرد/قیمت-میلگرد
01M05PH0QFR2WEEE45SBJGA4XH,rebar-18-a3-sba-fvlad-zagrs,میلگرد آجدار ۱۸ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۱۸,صبا فولاد زاگرس,kg,,69090,T1,میلگرد/قیمت-میلگرد,میلگرد 18 صبا فولاد زاگرس آجدار A3 کارخانه,1389,exact match on میلگرد/قیمت-میلگرد
01KZR5ANA53AMJ59XHFWX5544F,rebar-18-a3-zafar-bonab,میلگرد آجدار ۱۸ ظفر بناب,میلگرد,میلگرد آجدار,۱۸,ظفر بناب,kg,,69818,T1,میلگرد/قیمت-میلگرد,میلگرد 18 ظفر بناب آجدار A3 کارخانه,1145,exact match on میلگرد/قیمت-میلگرد
01M03NR0YBPQSDWB16Y8DCBHCY,rebar-18-a3-faico,میلگرد آجدار ۱۸ فایکو,میلگرد,میلگرد آجدار,۱۸,فایکو,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 18 فایکو آجدار A3 کارخانه,8476,exact match on میلگرد/قیمت-میلگرد
01M05PRM5HZRY98X3KC6F3JKHB,rebar-18-a3-ghaym-asfhan,میلگرد آجدار ۱۸ قائم اصفهان,میلگرد,میلگرد آجدار,۱۸,قائم اصفهان,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 18 قائم آجدار A3 کارخانه,9841,exact match on میلگرد/قیمت-میلگرد
01M03P095F599QCEKQ9QNK9RF6,rebar-18-a3-nyshabvr,میلگرد آجدار ۱۸ نیشابور,میلگرد,میلگرد آجدار,۱۸,نیشابور,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 18 نیشابور آجدار A3 کارخانه,0769,exact match on میلگرد/قیمت-میلگرد
01M03PYBR377NNT5ZXTJ6CT5PM,rebar-18-a3-hyrbd,میلگرد آجدار ۱۸ هیربد,میلگرد,میلگرد آجدار,۱۸,هیربد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 18 هیربد آجدار A3 کارخانه,2981,exact match on میلگرد/قیمت-میلگرد
01M05R9769FACP4AQJA733JKBY,rebar-18-a3-prshyn-fvlad,میلگرد آجدار ۱۸ پرشین فولاد,میلگرد,میلگرد آجدار,۱۸,پرشین فولاد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 18 پرشین فولاد آجدار A3 کارخانه,1165,exact match on میلگرد/قیمت-میلگرد
01M05NQ554AFMTJB891W50BRFF,rebar-18-a3-kavh-tykmh-dash,میلگرد آجدار ۱۸ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۱۸,کاوه تیکمه داش,kg,,69909,T1,میلگرد/قیمت-میلگرد,میلگرد 18 کاوه تیکمه داش آجدار A3 کارخانه,1378,exact match on میلگرد/قیمت-میلگرد
01M03PPPXVKAM7EZR2Q0NR74R6,rebar-18-a3-kvyr-kashan,میلگرد آجدار ۱۸ کویر کاشان,میلگرد,میلگرد آجدار,۱۸,کویر کاشان,kg,,70909,T1,میلگرد/قیمت-میلگرد,میلگرد 18 کاشان آجدار A3 کارخانه,0535,exact match on میلگرد/قیمت-میلگرد
01M05R2SKTPRZ3F7ZP4YXTZKWC,rebar-20-a3-anahita-gilan,میلگرد آجدار ۲۰ آناهیتا گیلان,میلگرد,میلگرد آجدار,۲۰,آناهیتا گیلان,kg,,70454,T1,میلگرد/قیمت-میلگرد,میلگرد 20 آناهیتا گیلان آجدار A3 کارخانه,1457,exact match on میلگرد/قیمت-میلگرد
01M05QSENX8AANYVFDF0SKHDF0,rebar-20-a3-abrkvh,میلگرد آجدار ۲۰ ابرکوه,میلگرد,میلگرد آجدار,۲۰,ابرکوه,kg,,65181,T1,میلگرد/قیمت-میلگرد,میلگرد 20 ابرکوه آجدار A3 کارخانه,8500,exact match on میلگرد/قیمت-میلگرد
01M03NFQ742Q68EX3F49WVT24G,rebar-20-a3-abhr,میلگرد آجدار ۲۰ ابهر,میلگرد,میلگرد آجدار,۲۰,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 20 ابهر آجدار A3 کارخانه,1441,exact match on میلگرد/قیمت-میلگرد
01M03MYA9M4C99YHTCZ9AF4C4K,rebar-20-a3-amirkabir-khazar,میلگرد آجدار ۲۰ امیرکبیر خزر,میلگرد,میلگرد آجدار,۲۰,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 20 امیرکبیر آجدار A3 کارخانه,1200,exact match on میلگرد/قیمت-میلگرد
01M03Q6X00ZYNG8K3PP5MZ6C0Q,rebar-20-a3-bafgh-yzd,میلگرد آجدار ۲۰ بافق یزد,میلگرد,میلگرد آجدار,۲۰,بافق یزد,kg,,67454,T1,میلگرد/قیمت-میلگرد,میلگرد 20 بافق یزد آجدار A3 کارخانه,6235,exact match on میلگرد/قیمت-میلگرد
01KZR44DY0NPKPPQ2EKYYB8WZ3,rebar-20-a3-zobahan,میلگرد آجدار ۲۰ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۲۰,ذوب‌آهن اصفهان,kg,,66818,T1,میلگرد/قیمت-میلگرد,میلگرد 20 ذوب آهن اصفهان آجدار A3 کارخانه,0670,exact match on میلگرد/قیمت-میلگرد
01M05Q1R5Z0XAR5K29S1NTCQS7,rebar-20-a3-rad-hamedan,میلگرد آجدار ۲۰ راد همدان,میلگرد,میلگرد آجدار,۲۰,راد همدان,kg,,70359,T1,میلگرد/قیمت-میلگرد,میلگرد 20 راد همدان آجدار A3 کارخانه,8482,exact match on میلگرد/قیمت-میلگرد
01M05P1KM6ZZYEPSK9QHNSTZ5B,rebar-20-a3-shahrvd,میلگرد آجدار ۲۰ شاهرود,میلگرد,میلگرد آجدار,۲۰,شاهرود,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 20 شاهرود آجدار A3 کارخانه,1354,exact match on میلگرد/قیمت-میلگرد
01M03QFJ0TCT91A6D2KDYND3ZQ,rebar-20-a3-shahyn-bnab,میلگرد آجدار ۲۰ شاهین بناب,میلگرد,میلگرد آجدار,۲۰,شاهین بناب,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 20 شاهین بناب آجدار A3 کارخانه,0576,exact match on میلگرد/قیمت-میلگرد
01M05PHB1KDR20XZ0JPEMXSTX7,rebar-20-a3-sba-fvlad-zagrs,میلگرد آجدار ۲۰ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۲۰,صبا فولاد زاگرس,kg,,69090,T1,میلگرد/قیمت-میلگرد,میلگرد 20 صبا فولاد زاگرس آجدار A3 کارخانه,1390,exact match on میلگرد/قیمت-میلگرد
01KZR5BABM8V6WZRYTRVJ9G9E7,rebar-20-a3-zafar-bonab,میلگرد آجدار ۲۰ ظفر بناب,میلگرد,میلگرد آجدار,۲۰,ظفر بناب,kg,,69818,T1,میلگرد/قیمت-میلگرد,میلگرد 20 ظفر بناب آجدار A3 کارخانه,1183,exact match on میلگرد/قیمت-میلگرد
01M03NRBBHY142ARZSWZ370TSY,rebar-20-a3-faico,میلگرد آجدار ۲۰ فایکو,میلگرد,میلگرد آجدار,۲۰,فایکو,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 20 فایکو آجدار A3 کارخانه,8477,exact match on میلگرد/قیمت-میلگرد
01M05PRY8Y6FG1XRXJ1ZS3PYKS,rebar-20-a3-ghaym-asfhan,میلگرد آجدار ۲۰ قائم اصفهان,میلگرد,میلگرد آجدار,۲۰,قائم اصفهان,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 20 قائم آجدار A3 کارخانه,9842,exact match on میلگرد/قیمت-میلگرد
01M03P0JR4WZ67X4GZ72A4BEGF,rebar-20-a3-nyshabvr,میلگرد آجدار ۲۰ نیشابور,میلگرد,میلگرد آجدار,۲۰,نیشابور,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 20 نیشابور آجدار A3 کارخانه,0780,exact match on میلگرد/قیمت-میلگرد
01M03PYN3DYAZTXXK19N7KHYBX,rebar-20-a3-hyrbd,میلگرد آجدار ۲۰ هیربد,میلگرد,میلگرد آجدار,۲۰,هیربد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 20 هیربد آجدار A3 کارخانه,2982,exact match on میلگرد/قیمت-میلگرد
01M05RA9KPNH3SBTHK66YA6TZ3,rebar-20-a3-prshyn-fvlad,میلگرد آجدار ۲۰ پرشین فولاد,میلگرد,میلگرد آجدار,۲۰,پرشین فولاد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 20 پرشین فولاد آجدار A3 کارخانه,1166,exact match on میلگرد/قیمت-میلگرد
01M05NQFXHN5AHB2QS7DSGZ8KG,rebar-20-a3-kavh-tykmh-dash,میلگرد آجدار ۲۰ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۲۰,کاوه تیکمه داش,kg,,69909,T1,میلگرد/قیمت-میلگرد,میلگرد 20 کاوه تیکمه داش آجدار A3 کارخانه,0606,exact match on میلگرد/قیمت-میلگرد
01M03PQ1053G2KBSQG6NTHFYZD,rebar-20-a3-kvyr-kashan,میلگرد آجدار ۲۰ کویر کاشان,میلگرد,میلگرد آجدار,۲۰,کویر کاشان,kg,,70909,T1,میلگرد/قیمت-میلگرد,میلگرد 20 کاشان آجدار A3 کارخانه,0541,exact match on میلگرد/قیمت-میلگرد
01M05R31EQ9H9QZXZ4C7KGN0QS,rebar-22-a3-anahita-gilan,میلگرد آجدار ۲۲ آناهیتا گیلان,میلگرد,میلگرد آجدار,۲۲,آناهیتا گیلان,kg,,70454,T1,میلگرد/قیمت-میلگرد,میلگرد 22 آناهیتا گیلان آجدار A3 کارخانه,1458,exact match on میلگرد/قیمت-میلگرد
01M05QSVW6Q77PQM8FHDDMB0B4,rebar-22-a3-abrkvh,میلگرد آجدار ۲۲ ابرکوه,میلگرد,میلگرد آجدار,۲۲,ابرکوه,kg,,65181,T1,میلگرد/قیمت-میلگرد,میلگرد 22 ابرکوه آجدار A3 کارخانه,8501,exact match on میلگرد/قیمت-میلگرد
01M03NG29NA11TB47RJ51YYQVM,rebar-22-a3-abhr,میلگرد آجدار ۲۲ ابهر,میلگرد,میلگرد آجدار,۲۲,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 22 ابهر آجدار A3 کارخانه,4148,exact match on میلگرد/قیمت-میلگرد
01M03MYPG7VWCDFPCEX6N2DAGK,rebar-22-a3-amirkabir-khazar,میلگرد آجدار ۲۲ امیرکبیر خزر,میلگرد,میلگرد آجدار,۲۲,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 22 امیرکبیر آجدار A3 کارخانه,5100,exact match on میلگرد/قیمت-میلگرد
01M03Q78CRYF4VX6VQ4TJXJ89P,rebar-22-a3-bafgh-yzd,میلگرد آجدار ۲۲ بافق یزد,میلگرد,میلگرد آجدار,۲۲,بافق یزد,kg,,67454,T1,میلگرد/قیمت-میلگرد,میلگرد 22 بافق یزد آجدار A3 کارخانه,6236,exact match on میلگرد/قیمت-میلگرد
01KZR44YB9B1PQHVXCFWJGAHS5,rebar-22-a3-zobahan,میلگرد آجدار ۲۲ ذوب‌آهن اصفهان,میلگرد,میلگرد آجدار,۲۲,ذوب‌آهن اصفهان,kg,,66727,T1,میلگرد/قیمت-میلگرد,میلگرد 22 ذوب آهن اصفهان آجدار A3 کارخانه,0681,exact match on میلگرد/قیمت-میلگرد
01M05Q205TV7MVJ28FDMGM0TZK,rebar-22-a3-rad-hamedan,میلگرد آجدار ۲۲ راد همدان,میلگرد,میلگرد آجدار,۲۲,راد همدان,kg,,70450,T1,میلگرد/قیمت-میلگرد,میلگرد 22 راد همدان آجدار A3 کارخانه,8483,exact match on میلگرد/قیمت-میلگرد
01M05P1ZXFY5B7TDGPBTV0Z9EK,rebar-22-a3-shahrvd,میلگرد آجدار ۲۲ شاهرود,میلگرد,میلگرد آجدار,۲۲,شاهرود,kg,,66772,T1,میلگرد/قیمت-میلگرد,میلگرد 22 شاهرود آجدار A3 کارخانه,1045,exact match on میلگرد/قیمت-میلگرد
01M03QFYAQHJMMJ98CA1ZN1418,rebar-22-a3-shahyn-bnab,میلگرد آجدار ۲۲ شاهین بناب,میلگرد,میلگرد آجدار,۲۲,شاهین بناب,kg,,70000,T1,میلگرد/قیمت-میلگرد,میلگرد 22 شاهین بناب آجدار A3 کارخانه,0577,exact match on میلگرد/قیمت-میلگرد
01M05PHPA1T109N7PFQJW5SVG1,rebar-22-a3-sba-fvlad-zagrs,میلگرد آجدار ۲۲ صبا فولاد زاگرس,میلگرد,میلگرد آجدار,۲۲,صبا فولاد زاگرس,kg,,69090,T1,میلگرد/قیمت-میلگرد,میلگرد 22 صبا فولاد زاگرس آجدار A3 کارخانه,1477,exact match on میلگرد/قیمت-میلگرد
01KZR5CQ6X69392KNJE45KE01P,rebar-22-a3-zafar-bonab,میلگرد آجدار ۲۲ ظفر بناب,میلگرد,میلگرد آجدار,۲۲,ظفر بناب,kg,,69818,T1,میلگرد/قیمت-میلگرد,میلگرد 22 ظفر بناب آجدار A3 کارخانه,1182,exact match on میلگرد/قیمت-میلگرد
01M03NRNTMTPCMGKG142R06W89,rebar-22-a3-faico,میلگرد آجدار ۲۲ فایکو,میلگرد,میلگرد آجدار,۲۲,فایکو,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 22 فایکو آجدار A3 کارخانه,8478,exact match on میلگرد/قیمت-میلگرد
01M05PS8ZRW5S86N6JKZZ4ZFWE,rebar-22-a3-ghaym-asfhan,میلگرد آجدار ۲۲ قائم اصفهان,میلگرد,میلگرد آجدار,۲۲,قائم اصفهان,kg,,66363,T1,میلگرد/قیمت-میلگرد,میلگرد 22 قائم آجدار A3 کارخانه,9843,exact match on میلگرد/قیمت-میلگرد
01M03P114P80H9DPSZHX8Z2MPY,rebar-22-a3-nyshabvr,میلگرد آجدار ۲۲ نیشابور,میلگرد,میلگرد آجدار,۲۲,نیشابور,kg,,65454,T1,میلگرد/قیمت-میلگرد,میلگرد 22 نیشابور آجدار A3 کارخانه,0791,exact match on میلگرد/قیمت-میلگرد
01M03PZF7XFANDZ7YH5GH87H39,rebar-22-a3-hyrbd,میلگرد آجدار ۲۲ هیربد,میلگرد,میلگرد آجدار,۲۲,هیربد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 22 هیربد آجدار A3 کارخانه,2984,exact match on میلگرد/قیمت-میلگرد
01M05RAMA2CFQXTGDAVW8K2R2H,rebar-22-a3-prshyn-fvlad,میلگرد آجدار ۲۲ پرشین فولاد,میلگرد,میلگرد آجدار,۲۲,پرشین فولاد,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 22 پرشین فولاد آجدار A3 کارخانه,1167,exact match on میلگرد/قیمت-میلگرد
01M05NQRZ32MZ1S7ERNEP13XVT,rebar-22-a3-kavh-tykmh-dash,میلگرد آجدار ۲۲ کاوه تیکمه داش,میلگرد,میلگرد آجدار,۲۲,کاوه تیکمه داش,kg,,69909,T1,میلگرد/قیمت-میلگرد,میلگرد 22 کاوه تیکمه داش آجدار A3 کارخانه,1328,exact match on میلگرد/قیمت-میلگرد
01M03PQB0DTNJW3BANTYGN8T5T,rebar-22-a3-kvyr-kashan,میلگرد آجدار ۲۲ کویر کاشان,میلگرد,میلگرد آجدار,۲۲,کویر کاشان,kg,,70909,T1,میلگرد/قیمت-میلگرد,میلگرد 22 کاشان آجدار A3 کارخانه,0542,exact match on میلگرد/قیمت-میلگرد
01M05R3BWJNS1EQSV5YNGDM3H3,rebar-25-a3-anahita-gilan,میلگرد آجدار ۲۵ آناهیتا گیلان,میلگرد,میلگرد آجدار,۲۵,آناهیتا گیلان,kg,,71545,T1,میلگرد/قیمت-میلگرد,میلگرد 25 آناهیتا گیلان آجدار A3 کارخانه,1459,exact match on میلگرد/قیمت-میلگرد
01M05QT5QH2170T7B7RD8993RM,rebar-25-a3-abrkvh,میلگرد آجدار ۲۵ ابرکوه,میلگرد,میلگرد آجدار,۲۵,ابرکوه,kg,,65181,T1,میلگرد/قیمت-میلگرد,میلگرد 25 ابرکوه آجدار A3 کارخانه,8502,exact match on میلگرد/قیمت-میلگرد
01M03NGCHKGN0KXXYQSJMK2DJ2,rebar-25-a3-abhr,میلگرد آجدار ۲۵ ابهر,میلگرد,میلگرد آجدار,۲۵,ابهر,kg,,67727,T1,میلگرد/قیمت-میلگرد,میلگرد 25 ابهر آجدار A3 کارخانه,4149,exact match on میلگرد/قیمت-میلگرد
01M03MZJA1MHQMS4W58NNVEQ5P,rebar-25-a3-amirkabir-khazar,میلگرد آجدار ۲۵ امیرکبیر خزر,میلگرد,میلگرد آجدار,۲۵,امیرکبیر خزر,kg,,67272,T1,میلگرد/قیمت-میلگرد,میلگرد 25 امیرکبیر آجدار A3 کارخانه,1463,exact match on میلگرد/قیمت-میلگرد
