sku_id,slug,name,cat,sub,sub_active,size,factory,our_unit,old_price,confidence,their_source,their_name,their_factory,reference_price,reason
sheet-pickled-19,sheet-pickled-19,ورق اسیدشویی ۱۵,ورق,اسیدشویی,True,۱۵,قطعات اصفهان,kg,40950,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-pickled-20,sheet-pickled-20,ورق اسیدشویی ۲۰,ورق,اسیدشویی,True,۲۰,اکسین اهواز,kg,41750,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-pickled-21,sheet-pickled-21,ورق اسیدشویی ۲۵,ورق,اسیدشویی,True,۲۵,کاویان اهواز,kg,42900,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-pickled-22,sheet-pickled-22,ورق اسیدشویی ۳۰,ورق,اسیدشویی,True,۳۰,ورق شهرکرد,kg,43100,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-32,sheet-colored-32,ورق رنگی ۱۰,ورق,رنگی,True,۱۰,قطعات اصفهان,kg,45000,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-33,sheet-colored-33,ورق رنگی ۱۲,ورق,رنگی,True,۱۲,امیرکبیر کاشان,kg,45550,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-34,sheet-colored-34,ورق رنگی ۱۵,ورق,رنگی,True,۱۵,امیرکبیر کاشان,kg,44650,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-35,sheet-colored-35,ورق رنگی ۲۰,ورق,رنگی,True,۲۰,فولاد مبارکه,kg,45000,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-29,sheet-colored-29,ورق رنگی ۵,ورق,رنگی,True,۵,قطعات اصفهان,kg,45300,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-30,sheet-colored-30,ورق رنگی ۶,ورق,رنگی,True,۶,تاراز,kg,42500,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-colored-31,sheet-colored-31,ورق رنگی ۸,ورق,رنگی,True,۸,تاراز,kg,46150,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-oiled-8,sheet-oiled-8,ورق روغنی ۲.۵,ورق,روغنی,True,۲.۵,امیرکبیر کاشان,kg,43800,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-oiled-9,sheet-oiled-9,ورق روغنی ۳,ورق,روغنی,True,۳,امیرکبیر کاشان,kg,43750,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-oiled-10,sheet-oiled-10,ورق روغنی ۴,ورق,روغنی,True,۴,هفت‌الماس,kg,46700,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-black-1,sheet-black-1,ورق سیاه ۱۰,ورق,سیاه,True,۱۰,تاراز,kg,43400,uncertain,انواع-ورق/ورق-سیاه,ورق سیاه 10 اکسین اهواز 6000*2000 فابريك کارخانه,اکسین اهواز,100000,"mill differs AND ahanonline's own spread for size 10 is 31% across ['اکسین اهواز', 'فولاد مبارکه', 'قطعات', 'کاویان'] — no defensible single number"
sheet-black-2,sheet-black-2,ورق سیاه ۱۲,ورق,سیاه,True,۱۲,هفت‌الماس,kg,45800,uncertain,انواع-ورق/ورق-سیاه,ورق سیاه 12 اکسین اهواز 12000*2000 فابريك کارخانه,اکسین اهواز,98863,"mill differs AND ahanonline's own spread for size 12 is 32% across ['اکسین اهواز', 'فولاد مبارکه', 'قطعات', 'کاویان'] — no defensible single number"
sheet-deck-42,sheet-deck-42,ورق عرشه فولادی ۰.۷,ورق,عرشه فولادی,True,۰.۷,فولاد سبا,kg,45750,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-deck-44,sheet-deck-44,ورق عرشه فولادی ۱.۵,ورق,عرشه فولادی,True,۱.۵,اکسین اهواز,kg,43350,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-deck-45,sheet-deck-45,ورق عرشه فولادی ۲,ورق,عرشه فولادی,True,۲,امیرکبیر کاشان,kg,44200,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-deck-46,sheet-deck-46,ورق عرشه فولادی ۲.۵,ورق,عرشه فولادی,True,۲.۵,فولاد گیلان,kg,46300,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-deck-47,sheet-deck-47,ورق عرشه فولادی ۳,ورق,عرشه فولادی,True,۳,امیرکبیر کاشان,kg,46050,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-deck-48,sheet-deck-48,ورق عرشه فولادی ۴,ورق,عرشه فولادی,True,۴,کاویان اهواز,kg,45400,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-galvanized-17,sheet-galvanized-17,ورق گالوانیزه ۱۰,ورق,گالوانیزه,True,۱۰,فولاد گیلان,kg,42800,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-galvanized-13,sheet-galvanized-13,ورق گالوانیزه ۴,ورق,گالوانیزه,True,۴,فولاد سبا,kg,43850,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-galvanized-14,sheet-galvanized-14,ورق گالوانیزه ۵,ورق,گالوانیزه,True,۵,فولاد گیلان,kg,44350,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-galvanized-15,sheet-galvanized-15,ورق گالوانیزه ۶,ورق,گالوانیزه,True,۶,قطعات اصفهان,kg,43250,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
sheet-galvanized-16,sheet-galvanized-16,ورق گالوانیزه ۸,ورق,گالوانیزه,True,۸,امیرکبیر کاشان,kg,44600,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-18,profile-z-18,پروفیل و قوطی پروفیل Z ۲۰×۲۰,پروفیل و قوطی,پروفیل Z,True,۲۰×۲۰,تهران شرق,kg,46300,uncertain,انواع-پروفیل/پروفیلz,پروفیلZ 2.5 Z*20 اصفهان طول سفارشی,Z ضخامت 2.5 میل,103818,"their Z profile is specified by height (Z16–Z22); our size is a box dimension, so the digit match is coincidental"
profile-z-19,profile-z-19,پروفیل و قوطی پروفیل Z ۳۰×۳۰,پروفیل و قوطی,پروفیل Z,True,۳۰×۳۰,فولاد مشهد,kg,44300,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-20,profile-z-20,پروفیل و قوطی پروفیل Z ۴۰×۴۰,پروفیل و قوطی,پروفیل Z,True,۴۰×۴۰,جهان پروفیل پارس,kg,45950,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-21,profile-z-21,پروفیل و قوطی پروفیل Z ۴۰×۸۰,پروفیل و قوطی,پروفیل Z,True,۴۰×۸۰,پروفیل یاران,kg,45750,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-22,profile-z-22,پروفیل و قوطی پروفیل Z ۵۰×۵۰,پروفیل و قوطی,پروفیل Z,True,۵۰×۵۰,پروفیل صابری,kg,46800,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-23,profile-z-23,پروفیل و قوطی پروفیل Z ۶۰×۶۰,پروفیل و قوطی,پروفیل Z,True,۶۰×۶۰,فولاد مشهد,kg,46150,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-z-24,profile-z-24,پروفیل و قوطی پروفیل Z ۷۰×۷۰,پروفیل و قوطی,پروفیل Z,True,۷۰×۷۰,تهران شرق,kg,43400,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-furniture-35,profile-furniture-35,پروفیل و قوطی مبلی ۱۰۰×۱۰۰,پروفیل و قوطی,پروفیل مبلی,True,۱۰۰×۱۰۰,پایا اصفهان,kg,43550,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-furniture-32,profile-furniture-32,پروفیل و قوطی مبلی ۷۰×۷۰,پروفیل و قوطی,پروفیل مبلی,True,۷۰×۷۰,پروفیل یاران,kg,44850,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-furniture-33,profile-furniture-33,پروفیل و قوطی مبلی ۸۰×۸۰,پروفیل و قوطی,پروفیل مبلی,True,۸۰×۸۰,پروفیل یاران,kg,46350,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-furniture-34,profile-furniture-34,پروفیل و قوطی مبلی ۹۰×۹۰,پروفیل و قوطی,پروفیل مبلی,True,۹۰×۹۰,پروفیل صابری,kg,45850,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
profile-galvanized-36,profile-galvanized-36,پروفیل و قوطی گالوانیزه ۲۰×۲۰,پروفیل و قوطی,پروفیل گالوانیزه,True,۲۰×۲۰,نیکان پروفیل,kg,44550,uncertain,انواع-پروفیل/پروفیل-گالوانیزه,پروفیل گالوانیزه 2*20*20 شاخه 6 متری,,170454,only one ahanonline row for this size and its mill is not ours ()
wire-mesh-23,wire-mesh-23,کلاف و مفتول توری ۴,کلاف و مفتول,توری,True,۴,جهان فولاد سیرجان,kg,38000,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-mesh-24,wire-mesh-24,کلاف و مفتول توری ۵.۵,کلاف و مفتول,توری,True,۵.۵,جهان فولاد سیرجان,kg,37300,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-mesh-25,wire-mesh-25,کلاف و مفتول توری ۶.۵,کلاف و مفتول,توری,True,۶.۵,جهان فولاد سیرجان,kg,40450,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-tie-21,wire-tie-21,کلاف و مفتول سیم آرماتوربندی ۳,کلاف و مفتول,سیم آرماتوربندی,True,۳,امیرکبیر خزر,kg,38900,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-tie-22,wire-tie-22,کلاف و مفتول سیم آرماتوربندی ۴,کلاف و مفتول,سیم آرماتوربندی,True,۴,امیرکبیر خزر,kg,41400,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-9,wire-wire-9,کلاف و مفتول مفتول سیاه ۴,کلاف و مفتول,مفتول سیاه,True,۴,جهان فولاد سیرجان,kg,40600,uncertain,محصولات-مفتولی/سیم-مفتول,مفتول گالوانیزه 4 کلاف بنگاه تهران,بنگاه تهران,109090,only one ahanonline row for this size and its mill is not ours (بنگاه تهران)
wire-wire-10,wire-wire-10,کلاف و مفتول مفتول سیاه ۵.۵,کلاف و مفتول,مفتول سیاه,True,۵.۵,یزد احرامیان,kg,40300,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-11,wire-wire-11,کلاف و مفتول مفتول سیاه ۶.۵,کلاف و مفتول,مفتول سیاه,True,۶.۵,آناهیتا گیلان,kg,40250,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-12,wire-wire-12,کلاف و مفتول مفتول سیاه ۸,کلاف و مفتول,مفتول سیاه,True,۸,فولاد کویر کاشان,kg,40800,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-galvanized-18,wire-wire-galvanized-18,کلاف و مفتول مفتول گالوانیزه ۱۰,کلاف و مفتول,مفتول گالوانیزه,True,۱۰,فولاد نطنز,kg,37700,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-galvanized-13,wire-wire-galvanized-13,کلاف و مفتول مفتول گالوانیزه ۳,کلاف و مفتول,مفتول گالوانیزه,True,۳,فولاد کویر کاشان,kg,37300,uncertain,محصولات-مفتولی/سیم-مفتول,مفتول گالوانیزه 3 کلاف بنگاه تهران,بنگاه تهران,109090,only one ahanonline row for this size and its mill is not ours (بنگاه تهران)
wire-wire-galvanized-14,wire-wire-galvanized-14,کلاف و مفتول مفتول گالوانیزه ۴,کلاف و مفتول,مفتول گالوانیزه,True,۴,یزد احرامیان,kg,38150,uncertain,محصولات-مفتولی/سیم-مفتول,مفتول گالوانیزه 4 کلاف بنگاه تهران,بنگاه تهران,109090,only one ahanonline row for this size and its mill is not ours (بنگاه تهران)
wire-wire-galvanized-15,wire-wire-galvanized-15,کلاف و مفتول مفتول گالوانیزه ۵.۵,کلاف و مفتول,مفتول گالوانیزه,True,۵.۵,فولاد کویر کاشان,kg,40250,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-galvanized-16,wire-wire-galvanized-16,کلاف و مفتول مفتول گالوانیزه ۶.۵,کلاف و مفتول,مفتول گالوانیزه,True,۶.۵,سیادن ابهر,kg,38150,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-wire-galvanized-17,wire-wire-galvanized-17,کلاف و مفتول مفتول گالوانیزه ۸,کلاف و مفتول,مفتول گالوانیزه,True,۸,یزد احرامیان,kg,40100,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-coil-ribbed-8,wire-coil-ribbed-8,کلاف و مفتول کلاف آجدار ۱۰,کلاف و مفتول,کلاف آجدار,True,۱۰,جهان فولاد سیرجان,kg,39400,uncertain,میلگرد/قیمت-میلگرد,میلگرد 10 میانه آجدار A3 کارخانه,میانه,69636,matched against the straight-bar میلگرد page — a coil is priced on its own page
wire-coil-ribbed-7,wire-coil-ribbed-7,کلاف و مفتول کلاف آجدار ۸,کلاف و مفتول,کلاف آجدار,True,۸,آناهیتا گیلان,kg,40200,exact,میلگرد/قیمت-میلگرد,میلگرد 8 آناهیتا گیلان آجدار A2 بنگاه تهران,آناهیتا گیلان,71727,matched against the straight-bar میلگرد page — a coil is priced on its own page
wire-coil-1,wire-coil-1,کلاف و مفتول کلاف ساده ۳,کلاف و مفتول,کلاف ساده,True,۳,سیادن ابهر,kg,40500,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
wire-coil-2,wire-coil-2,کلاف و مفتول کلاف ساده ۴,کلاف و مفتول,کلاف ساده,True,۴,امیرکبیر خزر,kg,40500,unmatched,,,,,no ahanonline counterpart (unmatched in the 2026-08-19 pass)
