cat_name,sub_name,name,slug,size,grade,standard,dimensions,factory,unit,price,source
نبشی و ناودانی,وال پست,وال پست ۱۰×۳۰,angle-channel-val-post-10x30-zkhamt-2,۱۰×۳۰,ضخامت ۲,,,,branch,150757,وال پست  2  10*30
نبشی و ناودانی,وال پست,وال پست ۱۰×۴۰,angle-channel-val-post-10x40-zkhamt-2,۱۰×۴۰,ضخامت ۲,,,,branch,202270,وال پست  2  10*40
نبشی و ناودانی,وال پست,وال پست ۱۵×۴۰,angle-channel-val-post-15x40-zkhamt-2,۱۵×۴۰,ضخامت ۲,,,,branch,244336,وال پست  2  15*40
نبشی و ناودانی,وال پست,وال پست ۲۰×۴۰,angle-channel-val-post-20x40-zkhamt-2,۲۰×۴۰,ضخامت ۲,,,,branch,275346,وال پست  2  20*40
نبشی و ناودانی,وال پست,وال پست ۱۵×۳۰۰,angle-channel-val-post-15x300-zkhamt-2,۱۵×۳۰۰,ضخامت ۲,,,,branch,2097994,وال پست  2  15*300
نبشی و ناودانی,وال پست,وال پست ۲۰×۳۰۰,angle-channel-val-post-20x300-zkhamt-2,۲۰×۳۰۰,ضخامت ۲,,,,branch,2371676,وال پست  2  20*300
استیل,لوله استیل,لوله استیل ۱/۲ اینچ,steel-pipe-1-2-304,۱/۲ اینچ,304,,,,kg,896545,لوله استنلس استیل صنعتی  304 1/2 اینچ  رده 40 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۳/۴ اینچ,steel-pipe-3-4-304,۳/۴ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 3/4 اینچ  رده 10 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۱ اینچ,steel-pipe-1-304,۱ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 1 اینچ  رده 40 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۱¼ اینچ,steel-pipe-1-1-4-304,۱¼ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 1 1/4 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۱½ اینچ,steel-pipe-1-1-2-304,۱½ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 1 1/2 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۲ اینچ,steel-pipe-2-304,۲ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 2 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۲½ اینچ,steel-pipe-2-1-2-304,۲½ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 2 1/2 اینچ  رده 10 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۳ اینچ,steel-pipe-3-304,۳ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 3 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۴ اینچ,steel-pipe-4-304,۴ اینچ,304,,,,kg,886805,لوله استنلس استیل صنعتی  304 4 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۵ اینچ,steel-pipe-5-304,۵ اینچ,304,,,,kg,906284,لوله استنلس استیل صنعتی  304 5 اینچ  رده 80 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۶ اینچ,steel-pipe-6-304,۶ اینچ,304,,,,kg,915375,لوله استنلس استیل صنعتی  304 6 اینچ  رده 10 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۸ اینچ,steel-pipe-8-304,۸ اینچ,304,,,,kg,915502,لوله استنلس استیل صنعتی  304 8 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱۰ اینچ,steel-pipe-10-304,۱۰ اینچ,304,,,,kg,935369,لوله استنلس استیل صنعتی  304 10 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱۲ اینچ,steel-pipe-12-304,۱۲ اینچ,304,,,,kg,970818,لوله استنلس استیل صنعتی  304 12 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱/۲ اینچ,steel-pipe-1-2-316l,۱/۲ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 1/2 اینچ  رده 40 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۳/۴ اینچ,steel-pipe-3-4-316l,۳/۴ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 3/4 اینچ  رده 40 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱ اینچ,steel-pipe-1-316l,۱ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 1 اینچ  رده 80 — median of 3 schedules
استیل,لوله استیل,لوله استیل ۱¼ اینچ,steel-pipe-1-1-4-316l,۱¼ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316L 1 1/4 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱½ اینچ,steel-pipe-1-1-2-316l,۱½ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 1 1/2 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۲ اینچ,steel-pipe-2-316l,۲ اینچ,316L,,,,kg,1750000,لوله استنلس استیل صنعتی  316 2 اینچ  رده 40 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۲½ اینچ,steel-pipe-2-1-2-316l,۲½ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 2 1/2 اینچ  رده 40 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۳ اینچ,steel-pipe-3-316l,۳ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316 3 اینچ  رده 80 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۴ اینچ,steel-pipe-4-316l,۴ اینچ,316L,,,,kg,1700000,لوله استنلس استیل صنعتی  316L 4 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۶ اینچ,steel-pipe-6-316l,۶ اینچ,316L,,,,kg,1800000,لوله استنلس استیل صنعتی  316 6 اینچ  رده 10 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۸ اینچ,steel-pipe-8-316l,۸ اینچ,316L,,,,kg,1800000,لوله استنلس استیل صنعتی  316 8 اینچ  رده 10 — median of 2 schedules
استیل,لوله استیل,لوله استیل ۱۰ اینچ,steel-pipe-10-316l,۱۰ اینچ,316L,,,,kg,1800000,لوله استنلس استیل صنعتی  316 10 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱۲ اینچ,steel-pipe-12-316l,۱۲ اینچ,316L,,,,kg,1854545,لوله استنلس استیل صنعتی  316 12 اینچ  رده 10 — median of 1 schedules
استیل,لوله استیل,لوله استیل ۱۶ اینچ,steel-pipe-16-316l,۱۶ اینچ,316L,,,,kg,1854545,لوله استنلس استیل صنعتی  316 16 اینچ  رده 10 — median of 1 schedules
استیل,پروفیل استیل,پروفیل استیل ۲۰×۲۰,steel-profile-20x20-201,۲۰×۲۰,201,,,,kg,618545,پروفیل استنلس استیل دکوراتیو  201 ضخامت 1 عرض 20*20 میلیمتر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۲۰×۴۰,steel-profile-20x40-201,۲۰×۴۰,201,,,,kg,618545,پروفیل استنلس استیل دکوراتیو  201 ضخامت 1 عرض 20*40 میلیمتر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۳۰×۲۰,steel-profile-30x20-201,۳۰×۲۰,201,,,,kg,618545,پروفیل استنلس استیل دکوراتیو  201 ضخامت 1 عرض 20*30 میلیمتر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۴۰×۴۰,steel-profile-40x40-201,۴۰×۴۰,201,,,,kg,618545,پروفیل استنلس استیل دکوراتیو  201 ضخامت 1 عرض 40*40 میلیمتر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۱۰۰×۱۰۰,steel-profile-100x100-304,۱۰۰×۱۰۰,304,,,,kg,857727,پروفیل استنلس استیل صنعتی  304 ابعاد  100*100 ضخامت 2 میلی متر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۲۰×۲۰,steel-profile-20x20-304,۲۰×۲۰,304,,,,kg,840000,پروفیل استنلس استیل دکوراتیو  304 ضخامت 1 عرض 20*20 میلیمتر — median of 7 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۲۰×۴۰,steel-profile-20x40-304,۲۰×۴۰,304,,,,kg,838181,پروفیل استنلس استیل صنعتی  304 ابعاد  20*40 ضخامت 1.5 میلی متر — median of 2 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۲۵×۵۰,steel-profile-25x50-304,۲۵×۵۰,304,,,,kg,838181,پروفیل استنلس استیل صنعتی  304 ابعاد  25*50 ضخامت 1.5 میلی متر — median of 1 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۳۰×۲۰,steel-profile-30x20-304,۳۰×۲۰,304,,,,kg,840175,پروفیل استنلس استیل دکوراتیو  304 ضخامت 1 عرض 20*30 میلیمتر — median of 6 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۳۰×۳۰,steel-profile-30x30-304,۳۰×۳۰,304,,,,kg,840000,پروفیل استنلس استیل دکوراتیو  304 ضخامت 1 عرض 30*30 میلیمتر — median of 6 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۴۰×۴۰,steel-profile-40x40-304,۴۰×۴۰,304,,,,kg,840175,پروفیل استنلس استیل دکوراتیو  304 ضخامت 1 عرض 40*40 میلیمتر — median of 5 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۴۰×۶۰,steel-profile-40x60-304,۴۰×۶۰,304,,,,kg,857727,پروفیل استنلس استیل صنعتی  304 ابعاد  40*60 ضخامت 3 میلی متر — median of 1 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۴۰×۸۰×۲,steel-profile-40x80x2-304,۴۰×۸۰×۲,304,,,,kg,840000,پروفیل استنلس استیل دکوراتیو  304 ضخامت 2 عرض 40*80*2 میلیمتر — median of 3 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۵۰×۱۰۰,steel-profile-50x100-304,۵۰×۱۰۰,304,,,,kg,857727,پروفیل استنلس استیل صنعتی  304 ابعاد  100*50 ضخامت 3 میلی متر — median of 1 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۶۰×۶۰,steel-profile-60x60-304,۶۰×۶۰,304,,,,kg,838181,پروفیل استنلس استیل صنعتی  304 ابعاد  60*60 ضخامت 1.5 میلی متر — median of 1 thicknesses
استیل,پروفیل استیل,پروفیل استیل ۸۰×۸۰,steel-profile-80x80-304,۸۰×۸۰,304,,,,kg,857727,پروفیل استنلس استیل صنعتی  304 ابعاد  80 *80 ضخامت 3 میلی متر — median of 1 thicknesses
استیل,نبشی استیل,نبشی استیل ۲۰×۲۰ چین,steel-angle-20x20-304-chyn,۲۰×۲۰,304,,,چین,kg,850909,نبشی استیل 3  20*20   چین  304  6 متری
استیل,نبشی استیل,نبشی استیل ۳۰×۳۰ چین,steel-angle-30x30-304-chyn,۳۰×۳۰,304,,,چین,kg,850909,نبشی استیل 3  30*30   چین  304  6 متری
استیل,نبشی استیل,نبشی استیل ۴۰×۴۰ چین,steel-angle-40x40-304-chyn,۴۰×۴۰,304,,,چین,kg,850909,نبشی استیل 4  40*40   چین  304  6 متری
استیل,نبشی استیل,نبشی استیل ۵۰×۵۰ چین,steel-angle-50x50-304-chyn,۵۰×۵۰,304,,,چین,kg,850909,نبشی استیل 5  50*50   چین  304  6 متری
استیل,نبشی استیل,نبشی استیل ۸۰×۸۰ چین,steel-angle-80x80-304-chyn,۸۰×۸۰,304,,,چین,kg,850909,نبشی استیل 8  80*80   چین  304  6 متری
استیل,ناودانی استیل,ناودانی استیل ۴ تایوان,steel-channel-4-304l-tayvan,۴,304L,,,تایوان,kg,909090,ناودانی استیل 4  4   تایوان  304L  6 متری
استیل,ناودانی استیل,ناودانی استیل ۵ تایوان,steel-channel-5-304l-tayvan,۵,304L,,,تایوان,kg,909090,ناودانی استیل 5  5   تایوان  304L  6 متری
استیل,ناودانی استیل,ناودانی استیل ۶ تایوان,steel-channel-6-304l-tayvan,۶,304L,,,تایوان,kg,909090,ناودانی استیل 5  6   تایوان  304L  6 متری
استیل,ناودانی استیل,ناودانی استیل ۸ تایوان,steel-channel-8-304l-tayvan,۸,304L,,,تایوان,kg,909090,ناودانی استیل 5  8   تایوان  304L  6 متری
استیل,ناودانی استیل,ناودانی استیل ۱۰ تایوان,steel-channel-10-304l-tayvan,۱۰,304L,,,تایوان,kg,909090,ناودانی استیل 6  10   تایوان  304L  6 متری
استیل,ناودانی استیل,ناودانی استیل ۱۲ تایوان,steel-channel-12-304l-tayvan,۱۲,304L,,,تایوان,kg,909090,ناودانی استیل 6  12   تایوان  304L  6 متری
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ بابک,felezat-rangi-copper-pipe-1-4-zkhamt-0-63-babk,۱/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,بابک,branch,3985440,"لوله مسی 0.63  ""1/4   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ بابک,felezat-rangi-copper-pipe-3-8-zkhamt-0-63-babk,۳/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,بابک,branch,6509020,"لوله مسی 0.63  ""3/8   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ بابک,felezat-rangi-copper-pipe-1-2-zkhamt-0-63-babk,۱/۲ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,بابک,branch,8521500,"لوله مسی 0.63  ""1/2   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ بابک,felezat-rangi-copper-pipe-5-8-zkhamt-0-63-babk,۵/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,بابک,branch,10750200,"لوله مسی 0.63  ""5/8   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ بابک,felezat-rangi-copper-pipe-3-4-zkhamt-0-63-babk,۳/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,بابک,branch,12760020,لوله مسی  0.63  3/4  بابک    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ بابک,felezat-rangi-copper-pipe-1-4-zkhamt-0-75-babk,۱/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,بابک,branch,4876920,"لوله مسی 0.75  ""1/4   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ بابک,felezat-rangi-copper-pipe-3-8-zkhamt-0-75-babk,۳/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,بابک,branch,7498920,"لوله مسی 0.75  ""3/8   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ بابک,felezat-rangi-copper-pipe-1-2-zkhamt-0-75-babk,۱/۲ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,بابک,branch,10094700,"لوله مسی 0.75  ""1/2   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ بابک,felezat-rangi-copper-pipe-5-8-zkhamt-0-75-babk,۵/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,بابک,branch,12690480,"لوله مسی 0.75  ""5/8   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ بابک,felezat-rangi-copper-pipe-3-4-zkhamt-0-75-babk,۳/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,بابک,branch,15312480,"لوله مسی 0.75  ""3/4   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ بابک,felezat-rangi-copper-pipe-1-4-zkhamt-0-81-babk,۱/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,بابک,branch,5187000,لوله مسی  0.81  1/4  بابک    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ بابک,felezat-rangi-copper-pipe-3-8-zkhamt-0-81-babk,۳/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,بابک,branch,8049540,"لوله مسی 0.81  ""3/8   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ بابک,felezat-rangi-copper-pipe-1-2-zkhamt-0-81-babk,۱/۲ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,بابک,branch,10881300,"لوله مسی 0.81  ""1/2   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ بابک,felezat-rangi-copper-pipe-5-8-zkhamt-0-81-babk,۵/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,بابک,branch,13356525,لوله مسی  0.81  5/8  بابک    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ بابک,felezat-rangi-copper-pipe-3-4-zkhamt-0-81-babk,۳/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,بابک,branch,16492380,"لوله مسی 0.81  ""3/4   بابک    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ باهنر,felezat-rangi-copper-pipe-1-4-zkhamt-0-63-bahnr,۱/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,باهنر,branch,4032777,لوله مسی  0.63  1/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ باهنر,felezat-rangi-copper-pipe-3-8-zkhamt-0-63-bahnr,۳/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,باهنر,branch,6394074,لوله مسی  0.63  3.8  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ باهنر,felezat-rangi-copper-pipe-1-2-zkhamt-0-63-bahnr,۱/۲ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,باهنر,branch,8622714,لوله مسی  0.63  1.2  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ باهنر,felezat-rangi-copper-pipe-5-8-zkhamt-0-63-bahnr,۵/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,باهنر,branch,9685259,لوله مسی  0.63  5/8  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ باهنر,felezat-rangi-copper-pipe-3-4-zkhamt-0-63-bahnr,۳/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,باهنر,branch,11622311,لوله مسی  0.63  3/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ باهنر,felezat-rangi-copper-pipe-1-4-zkhamt-0-75-bahnr,۱/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,باهنر,branch,4393800,لوله مسی  0.75  1/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ باهنر,felezat-rangi-copper-pipe-3-8-zkhamt-0-75-bahnr,۳/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,باهنر,branch,6756059,لوله مسی  0.75  3/8 اینچ  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ باهنر,felezat-rangi-copper-pipe-1-2-zkhamt-0-75-bahnr,۱/۲ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,باهنر,branch,9094695,لوله مسی  0.75  1/2  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ باهنر,felezat-rangi-copper-pipe-5-8-zkhamt-0-75-bahnr,۵/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,باهنر,branch,11433330,لوله مسی  0.75  5/8  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ باهنر,felezat-rangi-copper-pipe-3-4-zkhamt-0-75-bahnr,۳/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,باهنر,branch,13795589,لوله مسی  0.75  3/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ باهنر,felezat-rangi-copper-pipe-1-4-zkhamt-0-81-bahnr,۱/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,باهنر,branch,4724516,لوله مسی  0.81  1/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ باهنر,felezat-rangi-copper-pipe-3-8-zkhamt-0-81-bahnr,۳/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,باهنر,branch,7252133,لوله مسی  0.81  3/8 اینچ  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ باهنر,felezat-rangi-copper-pipe-1-2-zkhamt-0-81-bahnr,۱/۲ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,باهنر,branch,9803372,لوله مسی  0.81  1/2  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ باهنر,felezat-rangi-copper-pipe-5-8-zkhamt-0-81-bahnr,۵/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,باهنر,branch,12165631,لوله مسی  0.81  5/8  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ باهنر,felezat-rangi-copper-pipe-3-4-zkhamt-0-81-bahnr,۳/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,باهنر,branch,14858605,لوله مسی  0.81  3/4  باهنر    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-1-4-zkhamt-0-63-mhr-asl,۱/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,مهر اصل,branch,3634385,"لوله مسی 0.63  ""1/4   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-3-8-zkhamt-0-63-mhr-asl,۳/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,مهر اصل,branch,5762414,"لوله مسی 0.63  ""3/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ مهر اصل,felezat-rangi-copper-pipe-1-2-zkhamt-0-63-mhr-asl,۱/۲ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,مهر اصل,branch,7770890,"لوله مسی 0.63  ""1/2   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-5-8-zkhamt-0-63-mhr-asl,۵/۸ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,مهر اصل,branch,9803277,"لوله مسی 0.63  ""5/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-3-4-zkhamt-0-63-mhr-asl,۳/۴ اینچ,ضخامت ۰.۶۳,کویل ۱۵ متری,,مهر اصل,branch,11763932,لوله مسی  0.63  3/4  مهر اصل    15 متری  بنگاه تهران
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-1-4-zkhamt-0-75-mhr-asl,۱/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,مهر اصل,branch,4447340,"لوله مسی 0.75  ""1/4   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-3-8-zkhamt-0-75-mhr-asl,۳/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,مهر اصل,branch,6838383,"لوله مسی 0.75  ""3/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ مهر اصل,felezat-rangi-copper-pipe-1-2-zkhamt-0-75-mhr-asl,۱/۲ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,مهر اصل,branch,9205516,"لوله مسی 0.75  ""1/2   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-5-8-zkhamt-0-75-mhr-asl,۵/۸ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,مهر اصل,branch,11572649,"لوله مسی 0.75  ""5/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-3-4-zkhamt-0-75-mhr-asl,۳/۴ اینچ,ضخامت ۰.۷۵,کویل ۱۵ متری,,مهر اصل,branch,13963692,"لوله مسی 0.75  ""3/4   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-1-4-zkhamt-0-81-mhr-asl,۱/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,مهر اصل,branch,4782086,"لوله مسی 0.81  ""1/4   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-3-8-zkhamt-0-81-mhr-asl,۳/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,مهر اصل,branch,7340502,"لوله مسی 0.81  ""3/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۱/۲ اینچ مهر اصل,felezat-rangi-copper-pipe-1-2-zkhamt-0-81-mhr-asl,۱/۲ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,مهر اصل,branch,9922829,"لوله مسی 0.81  ""1/2   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۵/۸ اینچ مهر اصل,felezat-rangi-copper-pipe-5-8-zkhamt-0-81-mhr-asl,۵/۸ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,مهر اصل,branch,12313872,"لوله مسی 0.81  ""5/8   مهراصل    15 متری بنگاه تهران"
فلزات رنگی,لوله مسی,لوله مسی ۳/۴ اینچ مهر اصل,felezat-rangi-copper-pipe-3-4-zkhamt-0-81-mhr-asl,۳/۴ اینچ,ضخامت ۰.۸۱,کویل ۱۵ متری,,مهر اصل,branch,15039661,لوله مسی  0.81  3/4  مهر اصل    15 متری  بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۱۰,felezat-rangi-copper-strip-100x10,۱۰۰×۱۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*10 شاخه 4متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۱۰۰,felezat-rangi-copper-strip-100x100,۱۰۰×۱۰۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*100 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۲۰,felezat-rangi-copper-strip-100x20,۱۰۰×۲۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*20 شاخه 4 متری  بنگاه تهران
